Gene Symbol,p-value,FDR,Odd ratio,Number of interactions,microRNA 1,microRNA 2,microRNA 3,microRNA 4,microRNA 5,microRNA 6,microRNA 7,microRNA 8,microRNA 9,microRNA 10,microRNA 11,microRNA 12,microRNA 13,microRNA 14,microRNA 15,microRNA 16,microRNA 17,microRNA 18,microRNA 19,microRNA 20,microRNA 21,microRNA 22,microRNA 23,microRNA 24,microRNA 25,microRNA 26,microRNA 27,microRNA 28,microRNA 29,microRNA 30,microRNA 31,microRNA 32,microRNA 33,microRNA 34,microRNA 35,microRNA 36,microRNA 37,microRNA 38,microRNA 39,microRNA 40,microRNA 41,microRNA 42,microRNA 43,microRNA 44,microRNA 45,microRNA 46,microRNA 47,microRNA 48,microRNA 49,microRNA 50,microRNA 51,microRNA 52,microRNA 53,microRNA 54,microRNA 55,microRNA 56,microRNA 57,microRNA 58,microRNA 59,microRNA 60,microRNA 61,microRNA 62,microRNA 63,microRNA 64,microRNA 65,microRNA 66,microRNA 67,microRNA 68,microRNA 69,microRNA 70,microRNA 71,microRNA 72,microRNA 73,microRNA 74,microRNA 75,microRNA 76,microRNA 77,microRNA 78,microRNA 79,microRNA 80,microRNA 81,microRNA 82,microRNA 83,microRNA 84,microRNA 85,microRNA 86,microRNA 87,microRNA 88,microRNA 89,microRNA 90,microRNA 91,microRNA 92,microRNA 93,microRNA 94,microRNA 95,microRNA 96,microRNA 97,microRNA 98,microRNA 99,microRNA 100,microRNA 101,microRNA 102,microRNA 103,microRNA 104,microRNA 105,microRNA 106,microRNA 107,microRNA 108,microRNA 109,microRNA 110,microRNA 111,microRNA 112,microRNA 113,microRNA 114
MAFK,0.939,1,1.29,22,hsa-miR-15a-5p,hsa-miR-16-5p,hsa-miR-15b-5p,hsa-miR-195-5p,hsa-miR-424-5p,hsa-miR-548e-5p,hsa-miR-122-5p,hsa-miR-504-3p,hsa-miR-766-3p,hsa-miR-433-3p,hsa-miR-96-3p,hsa-miR-660-3p,hsa-miR-532-3p,hsa-miR-326,hsa-miR-330-5p,hsa-miR-505-5p,hsa-miR-541-3p,hsa-miR-574-5p,hsa-miR-612,hsa-miR-654-5p,hsa-miR-744-5p,hsa-miR-939-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAG,0.999,1,5.77,1,hsa-miR-548s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAK,0.995,1,2.76,3,hsa-miR-377-5p,hsa-miR-485-5p,hsa-miR-634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAN2A2,0.975,1,2.17,3,hsa-miR-215-5p,hsa-miR-192-5p,hsa-miR-484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAP1S,0.999,1,4.26,2,hsa-miR-296-3p,hsa-miR-339-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPK13,1,1,6.77,1,hsa-miR-18b-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPK8IP3,1,1,3.32,4,hsa-miR-143-5p,hsa-miR-194-3p,hsa-miR-504-3p,hsa-miR-874-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARVELD1,0.999,1,2.95,4,hsa-miR-625-5p,hsa-miR-744-5p,hsa-miR-345-5p,hsa-miR-769-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARVELD2,0.991,1,2.01,6,hsa-miR-34b-5p,hsa-miR-545-5p,hsa-miR-548an,hsa-miR-621,hsa-miR-455-3p,hsa-miR-377-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAT1A,0.942,1,1.54,7,hsa-miR-335-5p,hsa-miR-664a-3p,hsa-miR-485-3p,hsa-miR-939-5p,hsa-miR-149-3p,hsa-miR-920,hsa-miR-888-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAU2,0.982,1,2.63,2,hsa-miR-92a-3p,hsa-miR-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MBL2,0.933,1,1.47,8,hsa-miR-216a-3p,hsa-miR-128-3p,hsa-miR-30b-3p,hsa-miR-149-3p,hsa-miR-485-5p,hsa-miR-619-3p,hsa-miR-129-5p,hsa-miR-450a-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MBOAT1,0.945,1,2.51,1,hsa-miR-24-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCRIP2,0.942,1,1.51,8,hsa-miR-760,hsa-miR-19a-3p,hsa-miR-19b-3p,hsa-miR-18b-5p,hsa-miR-105-5p,hsa-miR-128-3p,hsa-miR-216a-3p,hsa-miR-612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCTS1,0.996,1,1.67,15,hsa-miR-578,hsa-miR-558,hsa-miR-95-5p,hsa-miR-888-5p,hsa-miR-365b-5p,hsa-miR-365a-5p,hsa-miR-362-3p,hsa-miR-212-5p,hsa-miR-186-3p,hsa-miR-607,hsa-miR-661,hsa-miR-612,hsa-miR-766-3p,hsa-miR-451b,hsa-miR-508-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDFI,0.968,1,1.81,5,hsa-miR-335-5p,hsa-miR-211-5p,hsa-miR-204-5p,hsa-miR-623,hsa-miR-197-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEAF6,0.962,1,1.43,14,hsa-miR-26b-5p,hsa-miR-410-3p,hsa-miR-183-5p,hsa-miR-891a-3p,hsa-miR-143-5p,hsa-miR-122-5p,hsa-miR-504-3p,hsa-miR-188-5p,hsa-miR-382-3p,hsa-miR-450a-2-3p,hsa-miR-127-5p,hsa-miR-138-5p,hsa-miR-575,hsa-miR-758-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MED26,0.996,1,4.77,1,hsa-miR-513b-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MED28,0.963,1,1.24,41,hsa-miR-373-3p,hsa-miR-744-5p,hsa-miR-30d-5p,hsa-let-7b-5p,hsa-miR-19b-3p,hsa-miR-921,hsa-miR-609,hsa-miR-887-5p,hsa-miR-450a-1-3p,hsa-miR-30b-3p,hsa-miR-30c-2-3p,hsa-miR-30c-1-3p,hsa-miR-383-3p,hsa-miR-589-5p,hsa-miR-330-3p,hsa-miR-362-3p,hsa-miR-668-3p,hsa-miR-550a-5p,hsa-miR-550a-3-5p,hsa-miR-661,hsa-miR-660-3p,hsa-miR-506-3p,hsa-miR-124-3p,hsa-miR-149-3p,hsa-miR-24-3p,hsa-miR-214-5p,hsa-miR-129-2-3p,hsa-miR-129-1-3p,hsa-miR-660-5p,hsa-miR-23a-5p,hsa-miR-564,hsa-miR-612,hsa-miR-216b-5p,hsa-miR-216a-5p,hsa-miR-542-3p,hsa-miR-766-3p,hsa-miR-508-5p,hsa-miR-448,hsa-miR-153-3p,hsa-miR-302f,hsa-miR-575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MED7,0.951,1,1.48,10,hsa-miR-23a-5p,hsa-miR-92a-3p,hsa-miR-367-3p,hsa-miR-363-3p,hsa-miR-32-5p,hsa-miR-25-3p,hsa-miR-143-5p,hsa-miR-122-5p,hsa-miR-504-3p,hsa-miR-485-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEI1,0.977,1,2.51,2,hsa-miR-612,hsa-miR-766-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
METTL14,0.987,1,1.6,13,hsa-miR-887-5p,hsa-miR-450a-1-3p,hsa-miR-30b-3p,hsa-miR-30c-2-3p,hsa-miR-30c-1-3p,hsa-miR-149-3p,hsa-miR-455-3p,hsa-miR-25-5p,hsa-miR-650,hsa-miR-377-5p,hsa-miR-34c-3p,hsa-miR-23a-5p,hsa-miR-660-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
METTL21A,0.998,1,2.22,7,hsa-miR-186-5p,hsa-miR-345-5p,hsa-miR-330-3p,hsa-miR-660-3p,hsa-miR-654-5p,hsa-miR-541-3p,hsa-miR-520g-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
METTL22,0.977,1,2.51,2,hsa-miR-20a-5p,hsa-miR-194-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
METTL6,0.962,1,2.01,3,hsa-let-7a-5p,hsa-miR-625-5p,hsa-miR-637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX3A,1,1,2.38,10,hsa-miR-92a-2-5p,hsa-miR-654-5p,hsa-miR-541-3p,hsa-miR-625-5p,hsa-miR-149-3p,hsa-miR-138-5p,hsa-miR-95-5p,hsa-miR-211-5p,hsa-miR-204-5p,hsa-miR-642a-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGAM,0.99,1,4.01,1,hsa-miR-485-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGAT5B,0.998,1,3.09,3,hsa-miR-149-3p,hsa-miR-874-5p,hsa-miR-324-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGST3,0.962,1,2.26,2,hsa-miR-26b-5p,hsa-miR-532-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIB2,0.969,1,3.01,1,hsa-miR-335-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MICAL2,0.992,1,1.88,8,hsa-miR-124-3p,hsa-miR-589-5p,hsa-miR-675-5p,hsa-miR-342-5p,hsa-miR-25-5p,hsa-miR-197-5p,hsa-miR-379-5p,hsa-miR-744-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDN,0.968,1,1.24,44,hsa-miR-221-3p,hsa-miR-93-5p,hsa-miR-24-3p,hsa-let-7b-5p,hsa-miR-222-3p,hsa-miR-873-3p,hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-106b-5p,hsa-miR-519c-3p,hsa-miR-519b-3p,hsa-miR-519d-3p,hsa-miR-519a-3p,hsa-miR-452-3p,hsa-miR-631,hsa-miR-548as-3p,hsa-miR-548ay-3p,hsa-miR-335-3p,hsa-miR-329-5p,hsa-miR-556-3p,hsa-miR-590-3p,hsa-miR-635,hsa-miR-520a-5p,hsa-miR-525-5p,hsa-miR-25-5p,hsa-miR-510-5p,hsa-miR-500b-3p,hsa-miR-488-3p,hsa-miR-578,hsa-let-7a-5p,hsa-let-7c-5p,hsa-let-7d-5p,hsa-let-7e-5p,hsa-let-7f-5p,hsa-let-7g-5p,hsa-let-7i-5p,hsa-miR-106b-3p,hsa-miR-191-3p,hsa-miR-23a-5p,hsa-miR-634,hsa-miR-637,hsa-miR-92a-2-5p,hsa-miR-98-5p,hsa-miR-381-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MINDY1,0.936,1,1.69,4,hsa-miR-411-5p,hsa-miR-193b-5p,hsa-miR-26a-5p,hsa-miR-26b-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MINOS1-NBL1,0.944,1,1.38,14,hsa-miR-106b-5p,hsa-miR-149-3p,hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-30b-3p,hsa-miR-450a-2-3p,hsa-miR-519a-3p,hsa-miR-519b-3p,hsa-miR-519c-3p,hsa-miR-519d-3p,hsa-miR-650,hsa-miR-920,hsa-miR-93-5p,hsa-miR-939-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLF2,0.993,1,1.65,14,hsa-miR-744-5p,hsa-miR-296-3p,hsa-miR-92a-3p,hsa-miR-16-5p,hsa-miR-122-5p,hsa-miR-186-5p,hsa-miR-193b-5p,hsa-miR-504-3p,hsa-miR-548m,hsa-miR-651-3p,hsa-miR-199a-3p,hsa-miR-199b-3p,hsa-miR-222-5p,hsa-miR-551b-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLLT1,0.984,1,1.35,31,hsa-miR-16-5p,hsa-let-7b-5p,hsa-miR-484,hsa-miR-488-3p,hsa-miR-519c-3p,hsa-miR-519b-3p,hsa-miR-519a-3p,hsa-miR-93-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-17-5p,hsa-miR-106b-5p,hsa-miR-30b-3p,hsa-miR-149-3p,hsa-miR-661,hsa-miR-181d-3p,hsa-miR-505-5p,hsa-miR-211-3p,hsa-miR-548e-3p,hsa-miR-548ar-3p,hsa-miR-124-3p,hsa-miR-30c-1-3p,hsa-miR-30c-2-3p,hsa-miR-342-5p,hsa-miR-34a-5p,hsa-miR-34b-5p,hsa-miR-506-3p,hsa-miR-512-3p,hsa-miR-608,hsa-miR-646,hsa-miR-92a-2-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMP17,1,1,9.53,1,hsa-miR-335-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNT,0.999,1,1.92,14,hsa-miR-210-3p,hsa-miR-331-3p,hsa-miR-17-5p,hsa-miR-149-3p,hsa-miR-211-3p,hsa-miR-92b-5p,hsa-miR-635,hsa-miR-146a-3p,hsa-miR-198,hsa-miR-491-5p,hsa-miR-92a-2-5p,hsa-miR-939-5p,hsa-miR-744-5p,hsa-miR-574-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOG,0.968,1,1.81,5,hsa-miR-23a-5p,hsa-miR-660-3p,hsa-miR-200c-5p,hsa-miR-550a-3p,hsa-miR-924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORC4,0.981,1,2.07,4,hsa-miR-193b-3p,hsa-miR-124-3p,hsa-miR-26b-5p,hsa-miR-149-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRE11,0.997,1,1.87,11,hsa-miR-210-3p,hsa-miR-373-3p,hsa-miR-34a-5p,hsa-miR-30a-5p,hsa-miR-491-5p,hsa-miR-485-5p,hsa-miR-23a-5p,hsa-miR-660-3p,hsa-miR-642a-5p,hsa-miR-99b-3p,hsa-miR-21-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRGPRF,0.945,1,2.51,1,hsa-miR-766-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRNIP,0.997,1,1.64,19,hsa-miR-668-5p,hsa-miR-552-3p,hsa-miR-744-3p,hsa-miR-367-5p,hsa-miR-532-5p,hsa-miR-216a-5p,hsa-miR-887-5p,hsa-miR-450a-1-3p,hsa-miR-30b-3p,hsa-miR-30c-2-3p,hsa-miR-30c-1-3p,hsa-miR-149-3p,hsa-miR-485-5p,hsa-miR-216b-5p,hsa-miR-377-5p,hsa-miR-455-3p,hsa-miR-650,hsa-miR-34a-5p,hsa-miR-92a-2-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRPS30,0.961,1,1.76,5,hsa-miR-548k,hsa-miR-548av-5p,hsa-miR-548s,hsa-miR-485-5p,hsa-miR-548n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRRF,0.983,1,1.56,13,hsa-miR-16-5p,hsa-miR-193b-3p,hsa-miR-193a-3p,hsa-miR-450a-1-3p,hsa-miR-362-3p,hsa-miR-502-3p,hsa-miR-501-3p,hsa-miR-302d-5p,hsa-miR-302b-5p,hsa-miR-342-3p,hsa-miR-377-5p,hsa-miR-455-3p,hsa-miR-650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSANTD3,1,1,3.32,4,hsa-miR-193b-3p,hsa-miR-23a-5p,hsa-miR-660-3p,hsa-miR-212-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSC,0.947,1,1.76,4,hsa-miR-378a-3p,hsa-miR-491-5p,hsa-miR-769-5p,hsa-miR-939-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSH5,0.951,1,2.13,2,hsa-miR-544a,hsa-miR-647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSN,0.978,1,1.43,19,hsa-miR-192-5p,hsa-miR-200c-3p,hsa-miR-133a-3p,hsa-miR-124-3p,hsa-miR-215-5p,hsa-let-7b-5p,hsa-miR-200b-3p,hsa-miR-30b-3p,hsa-miR-92a-2-5p,hsa-miR-664b-5p,hsa-miR-939-5p,hsa-miR-920,hsa-miR-122-5p,hsa-miR-144-3p,hsa-miR-574-5p,hsa-miR-625-5p,hsa-miR-651-3p,hsa-miR-766-3p,hsa-miR-345-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSX1,0.941,1,1.84,3,hsa-miR-211-3p,hsa-miR-510-5p,hsa-miR-583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSX2,0.987,1,2.43,3,hsa-miR-587,hsa-miR-503-3p,hsa-miR-181a-2-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTA1,0.966,1,1.71,6,hsa-miR-661,hsa-miR-559,hsa-miR-30c-5p,hsa-miR-543,hsa-miR-92a-2-5p,hsa-miR-22-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTA3,0.944,1,1.38,14,hsa-miR-296-3p,hsa-miR-204-5p,hsa-miR-211-5p,hsa-miR-330-3p,hsa-miR-337-3p,hsa-miR-216a-5p,hsa-miR-875-3p,hsa-miR-642a-5p,hsa-miR-188-3p,hsa-miR-141-5p,hsa-miR-26b-5p,hsa-miR-26a-5p,hsa-miR-129-5p,hsa-miR-143-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTHFSD,0.952,1,1.92,3,hsa-miR-124-3p,hsa-miR-92a-3p,hsa-miR-185-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTRNR2L1,0.957,1,1.57,8,hsa-miR-127-5p,hsa-miR-619-3p,hsa-miR-633,hsa-miR-769-3p,hsa-miR-450b-3p,hsa-miR-431-3p,hsa-miR-642a-5p,hsa-miR-569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTRNR2L11,0.987,1,1.86,7,hsa-miR-22-5p,hsa-miR-197-5p,hsa-miR-635,hsa-miR-7-2-3p,hsa-miR-7-1-3p,hsa-miR-619-3p,hsa-miR-631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTRNR2L5,1,1,7.78,1,hsa-miR-186-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTRNR2L9,0.969,1,3.01,1,hsa-miR-944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTURN,0.969,1,3.01,1,hsa-let-7f-2-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUC20,0.932,1,1.51,7,hsa-miR-520g-3p,hsa-miR-136-3p,hsa-miR-485-5p,hsa-miR-510-5p,hsa-miR-181a-2-3p,hsa-miR-500b-3p,hsa-miR-590-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
