Gene Symbol,p-value,FDR,Odd ratio,Number of interactions,microRNA 1,microRNA 2,microRNA 3,microRNA 4,microRNA 5,microRNA 6,microRNA 7,microRNA 8,microRNA 9,microRNA 10,microRNA 11,microRNA 12,microRNA 13,microRNA 14,microRNA 15,microRNA 16,microRNA 17,microRNA 18,microRNA 19,microRNA 20,microRNA 21,microRNA 22,microRNA 23,microRNA 24,microRNA 25,microRNA 26,microRNA 27,microRNA 28,microRNA 29,microRNA 30,microRNA 31,microRNA 32,microRNA 33,microRNA 34,microRNA 35,microRNA 36,microRNA 37,microRNA 38,microRNA 39,microRNA 40,microRNA 41,microRNA 42,microRNA 43,microRNA 44,microRNA 45,microRNA 46,microRNA 47,microRNA 48,microRNA 49,microRNA 50,microRNA 51,microRNA 52,microRNA 53,microRNA 54,microRNA 55,microRNA 56,microRNA 57,microRNA 58,microRNA 59,microRNA 60,microRNA 61,microRNA 62,microRNA 63,microRNA 64,microRNA 65,microRNA 66,microRNA 67,microRNA 68,microRNA 69,microRNA 70,microRNA 71,microRNA 72,microRNA 73,microRNA 74,microRNA 75,microRNA 76,microRNA 77,microRNA 78,microRNA 79,microRNA 80,microRNA 81,microRNA 82,microRNA 83,microRNA 84,microRNA 85,microRNA 86,microRNA 87,microRNA 88,microRNA 89,microRNA 90,microRNA 91,microRNA 92,microRNA 93,microRNA 94,microRNA 95,microRNA 96,microRNA 97,microRNA 98,microRNA 99,microRNA 100,microRNA 101,microRNA 102,microRNA 103,microRNA 104,microRNA 105,microRNA 106,microRNA 107,microRNA 108,microRNA 109,microRNA 110,microRNA 111,microRNA 112,microRNA 113,microRNA 114,microRNA 115,microRNA 116,microRNA 117
PIGG,0.0739,0.222,0.721,18,hsa-miR-186-5p,hsa-let-7b-5p,hsa-miR-203b-3p,hsa-miR-18a-3p,hsa-miR-324-3p,hsa-miR-764,hsa-miR-125a-3p,hsa-miR-106a-3p,hsa-miR-122-5p,hsa-miR-504-3p,hsa-miR-215-3p,hsa-miR-183-5p,hsa-miR-301b-3p,hsa-miR-130b-3p,hsa-miR-130a-3p,hsa-miR-877-3p,hsa-miR-532-5p,hsa-miR-606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIP5K1C,0.0744,0.222,0.647,11,hsa-miR-101-3p,hsa-miR-32-5p,hsa-miR-26b-5p,hsa-miR-193b-3p,hsa-miR-496,hsa-miR-92b-3p,hsa-miR-367-3p,hsa-miR-25-3p,hsa-miR-92a-3p,hsa-miR-670-3p,hsa-miR-103a-2-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPP4C,0.0743,0.222,0.445,4,hsa-miR-98-5p,hsa-miR-106b-5p,hsa-miR-149-5p,hsa-miR-92a-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIC8B,0.0743,0.222,0.445,4,hsa-miR-215-5p,hsa-miR-297,hsa-miR-190a-3p,hsa-miR-567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNF216,0.0739,0.222,0.721,18,hsa-miR-455-3p,hsa-miR-20a-5p,hsa-miR-106b-5p,hsa-miR-26b-5p,hsa-miR-26a-5p,hsa-miR-660-3p,hsa-miR-619-3p,hsa-miR-744-3p,hsa-miR-891a-3p,hsa-miR-143-5p,hsa-miR-122-5p,hsa-miR-504-3p,hsa-miR-484,hsa-miR-19b-3p,hsa-miR-19a-3p,hsa-miR-20b-5p,hsa-miR-93-5p,hsa-miR-17-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPS9,0.0744,0.222,0.647,11,hsa-miR-935,hsa-miR-423-5p,hsa-miR-766-3p,hsa-miR-484,hsa-miR-331-3p,hsa-miR-342-3p,hsa-miR-328-3p,hsa-miR-149-5p,hsa-miR-10b-5p,hsa-miR-153-3p,hsa-miR-877-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC15A4,0.0743,0.222,0.445,4,hsa-miR-124-3p,hsa-miR-186-5p,hsa-miR-302d-5p,hsa-miR-302b-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNX12,0.0744,0.222,0.647,11,hsa-miR-130b-3p,hsa-miR-124-3p,hsa-miR-34a-5p,hsa-miR-16-5p,hsa-miR-328-3p,hsa-miR-24-3p,hsa-let-7b-5p,hsa-miR-149-3p,hsa-miR-210-5p,hsa-miR-548x-3p,hsa-miR-548j-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEX35,0.0743,0.222,0.445,4,hsa-miR-607,hsa-miR-127-5p,hsa-miR-205-5p,hsa-miR-186-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGIF2LX,0.0743,0.222,0.445,4,hsa-miR-433-3p,hsa-miR-377-3p,hsa-miR-138-2-3p,hsa-miR-216b-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGM2,0.0743,0.222,0.445,4,hsa-miR-34a-5p,hsa-miR-7-5p,hsa-miR-30a-5p,hsa-miR-127-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTK,0.0743,0.222,0.445,4,hsa-miR-376a-5p,hsa-miR-215-5p,hsa-miR-26a-5p,hsa-miR-26b-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUBB4A,0.0741,0.222,0.695,15,hsa-miR-124-3p,hsa-miR-150-5p,hsa-miR-532-3p,hsa-miR-488-5p,hsa-let-7a-5p,hsa-let-7b-5p,hsa-let-7c-5p,hsa-let-7d-5p,hsa-let-7e-5p,hsa-let-7f-5p,hsa-let-7g-5p,hsa-let-7i-5p,hsa-miR-28-5p,hsa-miR-708-5p,hsa-miR-98-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUBGCP3,0.0743,0.222,0.445,4,hsa-miR-215-5p,hsa-miR-18a-3p,hsa-let-7b-5p,hsa-miR-668-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPS50,0.0744,0.222,0.647,11,hsa-miR-127-5p,hsa-miR-197-5p,hsa-miR-93-5p,hsa-miR-20b-5p,hsa-miR-20a-5p,hsa-miR-17-5p,hsa-miR-106b-5p,hsa-miR-106a-5p,hsa-miR-548az-5p,hsa-miR-335-3p,hsa-miR-607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDR31,0.0741,0.222,0.695,15,hsa-miR-372-5p,hsa-miR-616-5p,hsa-miR-373-5p,hsa-miR-371b-5p,hsa-miR-660-3p,hsa-miR-764,hsa-miR-125a-3p,hsa-miR-106a-3p,hsa-miR-122-5p,hsa-miR-504-3p,hsa-miR-183-5p,hsa-miR-301b-3p,hsa-miR-130b-3p,hsa-miR-130a-3p,hsa-miR-383-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCCHC11,0.0743,0.222,0.445,4,hsa-miR-196a-5p,hsa-let-7b-5p,hsa-miR-26a-5p,hsa-miR-216b-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF219,0.0743,0.222,0.445,4,hsa-miR-296-3p,hsa-miR-211-3p,hsa-miR-421,hsa-miR-759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF667,0.0744,0.222,0.647,11,hsa-miR-21-5p,hsa-miR-345-5p,hsa-miR-376b-3p,hsa-miR-664a-3p,hsa-miR-296-3p,hsa-miR-181c-5p,hsa-miR-181a-5p,hsa-miR-181b-5p,hsa-miR-181d-5p,hsa-miR-766-3p,hsa-miR-770-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TANGO2,0.0755,0.226,0.772,27,hsa-miR-30b-3p,hsa-miR-30c-1-3p,hsa-miR-203b-3p,hsa-miR-149-3p,hsa-miR-25-5p,hsa-miR-658,hsa-miR-302f,hsa-miR-455-3p,hsa-miR-519e-5p,hsa-miR-515-5p,hsa-miR-7-5p,hsa-miR-454-5p,hsa-miR-105-5p,hsa-miR-548b-3p,hsa-miR-652-5p,hsa-miR-542-3p,hsa-miR-661,hsa-miR-766-3p,hsa-miR-372-5p,hsa-miR-616-5p,hsa-miR-373-5p,hsa-miR-371b-5p,hsa-miR-340-3p,hsa-miR-451b,hsa-miR-508-5p,hsa-miR-450a-1-3p,hsa-miR-197-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAV1,0.0768,0.229,0.738,20,hsa-miR-34b-5p,hsa-miR-124-3p,hsa-miR-103a-3p,hsa-miR-7-5p,hsa-miR-26b-5p,hsa-miR-199a-5p,hsa-miR-107,hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-93-5p,hsa-miR-106a-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-627-3p,hsa-miR-660-3p,hsa-miR-670-3p,hsa-miR-584-3p,hsa-miR-556-5p,hsa-miR-208b-5p,hsa-miR-208a-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOXJ2,0.0768,0.229,0.738,20,hsa-miR-760,hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-93-5p,hsa-miR-106a-5p,hsa-miR-106b-5p,hsa-miR-302a-3p,hsa-miR-302b-3p,hsa-miR-302d-3p,hsa-miR-372-3p,hsa-miR-373-3p,hsa-miR-20b-5p,hsa-miR-520c-3p,hsa-miR-520d-3p,hsa-miR-302e,hsa-miR-197-3p,hsa-let-7f-2-3p,hsa-miR-193b-5p,hsa-miR-625-5p,hsa-miR-92b-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDK3,0.0768,0.229,0.738,20,hsa-miR-655-3p,hsa-miR-374c-5p,hsa-miR-369-3p,hsa-miR-452-5p,hsa-miR-377-3p,hsa-miR-455-3p,hsa-miR-658,hsa-miR-377-5p,hsa-miR-766-3p,hsa-miR-508-5p,hsa-miR-593-3p,hsa-miR-196a-3p,hsa-miR-339-5p,hsa-miR-10b-5p,hsa-miR-181d-5p,hsa-miR-181c-5p,hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-miR-340-3p,hsa-miR-548s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEAK1,0.0768,0.229,0.738,20,hsa-miR-183-5p,hsa-miR-20a-5p,hsa-miR-106b-5p,hsa-miR-223-5p,hsa-miR-574-3p,hsa-miR-769-3p,hsa-miR-450b-3p,hsa-miR-627-3p,hsa-miR-32-5p,hsa-miR-92b-3p,hsa-miR-92a-3p,hsa-miR-93-5p,hsa-miR-20b-5p,hsa-miR-17-5p,hsa-miR-149-3p,hsa-miR-30b-3p,hsa-miR-34b-5p,hsa-miR-517-5p,hsa-miR-650,hsa-miR-511-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLXDC2,0.0768,0.229,0.738,20,hsa-miR-148b-3p,hsa-miR-1-3p,hsa-miR-181a-5p,hsa-let-7b-5p,hsa-miR-573,hsa-miR-574-5p,hsa-miR-190a-3p,hsa-miR-223-5p,hsa-miR-198,hsa-miR-193a-5p,hsa-miR-302f,hsa-miR-136-3p,hsa-miR-744-3p,hsa-miR-143-5p,hsa-miR-122-5p,hsa-miR-504-3p,hsa-miR-367-5p,hsa-miR-103b,hsa-miR-617,hsa-miR-147a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEC61A1,0.0768,0.229,0.738,20,hsa-miR-193b-3p,hsa-miR-128-3p,hsa-miR-1-3p,hsa-miR-16-5p,hsa-miR-18a-5p,hsa-miR-19a-3p,hsa-miR-19b-3p,hsa-miR-18b-5p,hsa-miR-383-3p,hsa-miR-15a-5p,hsa-miR-15b-5p,hsa-miR-194-3p,hsa-miR-195-5p,hsa-miR-30c-1-3p,hsa-miR-34a-5p,hsa-miR-424-5p,hsa-miR-449b-5p,hsa-miR-503-5p,hsa-miR-589-5p,hsa-miR-646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK3,0.0778,0.231,0.636,10,hsa-miR-124-3p,hsa-miR-24-3p,hsa-miR-324-5p,hsa-miR-197-3p,hsa-miR-122-5p,hsa-miR-143-5p,hsa-miR-504-3p,hsa-miR-564,hsa-miR-642a-5p,hsa-miR-891a-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASAP1,0.0778,0.231,0.636,10,hsa-miR-98-5p,hsa-miR-32-5p,hsa-miR-106b-5p,hsa-miR-544a,hsa-miR-136-3p,hsa-miR-432-5p,hsa-miR-493-3p,hsa-miR-208a-3p,hsa-miR-208b-3p,hsa-miR-875-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSDC1,0.0778,0.231,0.636,10,hsa-miR-33a-5p,hsa-let-7e-5p,hsa-let-7c-5p,hsa-let-7a-5p,hsa-miR-335-3p,hsa-miR-607,hsa-miR-23c,hsa-miR-23b-3p,hsa-miR-23a-3p,hsa-miR-593-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDK5R1,0.0778,0.231,0.636,10,hsa-miR-26b-5p,hsa-miR-196b-5p,hsa-miR-25-3p,hsa-miR-32-5p,hsa-miR-92a-3p,hsa-miR-367-3p,hsa-miR-92b-3p,hsa-miR-186-5p,hsa-miR-133a-3p,hsa-miR-133b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSRP2,0.0778,0.231,0.636,10,hsa-miR-513a-5p,hsa-miR-379-5p,hsa-miR-138-5p,hsa-miR-133a-5p,hsa-miR-27a-3p,hsa-miR-27b-3p,hsa-miR-128-3p,hsa-miR-216a-3p,hsa-miR-199a-3p,hsa-miR-199b-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYB561A3,0.0778,0.231,0.636,10,hsa-miR-7-5p,hsa-miR-103a-3p,hsa-miR-16-5p,hsa-miR-937-5p,hsa-miR-197-3p,hsa-miR-711,hsa-miR-764,hsa-miR-195-5p,hsa-miR-15b-5p,hsa-miR-15a-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNAJC30,0.0778,0.231,0.636,10,hsa-miR-92b-3p,hsa-miR-30e-3p,hsa-miR-30d-3p,hsa-miR-30a-3p,hsa-miR-211-5p,hsa-miR-204-5p,hsa-miR-623,hsa-miR-29b-2-5p,hsa-miR-32-5p,hsa-miR-92a-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM193A,0.0778,0.231,0.636,10,hsa-miR-26b-5p,hsa-miR-760,hsa-miR-637,hsa-miR-326,hsa-miR-212-5p,hsa-miR-129-2-3p,hsa-miR-129-1-3p,hsa-miR-29c-3p,hsa-miR-29b-3p,hsa-miR-29a-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIT,0.0778,0.231,0.636,10,hsa-miR-222-3p,hsa-miR-221-3p,hsa-miR-19a-3p,hsa-miR-20a-5p,hsa-miR-186-5p,hsa-miR-181c-5p,hsa-miR-199b-5p,hsa-miR-34a-5p,hsa-miR-517-5p,hsa-miR-193b-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LRRFIP1,0.0778,0.231,0.636,10,hsa-miR-21-5p,hsa-miR-30a-5p,hsa-miR-215-5p,hsa-miR-34a-5p,hsa-miR-877-3p,hsa-miR-877-5p,hsa-miR-186-5p,hsa-miR-149-5p,hsa-miR-516b-3p,hsa-miR-516a-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LYPLA1,0.0778,0.231,0.636,10,hsa-miR-125a-5p,hsa-miR-183-5p,hsa-miR-222-3p,hsa-miR-578,hsa-miR-197-3p,hsa-miR-411-5p,hsa-miR-193b-5p,hsa-miR-892b,hsa-miR-193b-3p,hsa-miR-193a-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDZD11,0.0778,0.231,0.636,10,hsa-miR-130b-3p,hsa-miR-93-5p,hsa-miR-19b-3p,hsa-miR-125b-5p,hsa-miR-20a-5p,hsa-miR-106b-5p,hsa-miR-301b-3p,hsa-miR-130a-3p,hsa-miR-20b-5p,hsa-miR-17-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRDM2,0.0778,0.231,0.636,10,hsa-miR-106b-3p,hsa-miR-203b-3p,hsa-miR-488-3p,hsa-miR-145-5p,hsa-miR-708-5p,hsa-miR-28-5p,hsa-miR-211-5p,hsa-miR-204-5p,hsa-miR-542-3p,hsa-miR-605-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAET1E,0.0778,0.231,0.636,10,hsa-miR-124-3p,hsa-miR-129-5p,hsa-miR-557,hsa-miR-507,hsa-miR-450b-5p,hsa-miR-33a-5p,hsa-miR-24-3p,hsa-miR-214-5p,hsa-miR-510-5p,hsa-miR-512-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAT5B,0.0778,0.231,0.636,10,hsa-miR-23b-3p,hsa-miR-324-3p,hsa-miR-19a-3p,hsa-miR-19b-3p,hsa-miR-335-3p,hsa-miR-423-5p,hsa-miR-106b-3p,hsa-miR-150-5p,hsa-miR-28-5p,hsa-miR-182-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TACC3,0.0778,0.231,0.636,10,hsa-miR-193b-3p,hsa-miR-744-5p,hsa-miR-769-3p,hsa-miR-18a-3p,hsa-miR-324-3p,hsa-miR-324-5p,hsa-miR-149-5p,hsa-miR-24-3p,hsa-miR-152-3p,hsa-miR-425-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMED9,0.0778,0.231,0.636,10,hsa-miR-124-3p,hsa-miR-484,hsa-miR-324-3p,hsa-miR-92a-3p,hsa-miR-377-3p,hsa-miR-601,hsa-miR-342-3p,hsa-miR-645,hsa-miR-761,hsa-miR-214-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMX4,0.0778,0.231,0.636,10,hsa-miR-26b-5p,hsa-miR-21-5p,hsa-miR-324-3p,hsa-miR-197-3p,hsa-miR-20a-5p,hsa-miR-190a-3p,hsa-miR-642a-5p,hsa-miR-877-3p,hsa-miR-937-5p,hsa-miR-924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USP5,0.0778,0.231,0.636,10,hsa-miR-124-3p,hsa-miR-30a-5p,hsa-miR-455-3p,hsa-miR-484,hsa-miR-520a-5p,hsa-miR-223-5p,hsa-miR-23b-3p,hsa-miR-23a-3p,hsa-miR-23c,hsa-miR-96-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPPL2A,0.0783,0.233,0.805,36,hsa-miR-921,hsa-miR-650,hsa-miR-377-5p,hsa-miR-16-1-3p,hsa-miR-580-5p,hsa-miR-548l,hsa-miR-548k,hsa-miR-548av-5p,hsa-miR-559,hsa-miR-548y,hsa-miR-548w,hsa-miR-548o-5p,hsa-miR-548j-5p,hsa-miR-548i,hsa-miR-548h-5p,hsa-miR-548d-5p,hsa-miR-548bb-5p,hsa-miR-548b-5p,hsa-miR-548ay-5p,hsa-miR-548aq-5p,hsa-miR-548am-5p,hsa-miR-548ad-5p,hsa-miR-548ab,hsa-miR-223-3p,hsa-miR-96-5p,hsa-miR-183-5p,hsa-miR-190a-3p,hsa-miR-302f,hsa-miR-937-5p,hsa-miR-24-3p,hsa-miR-548e-3p,hsa-miR-548ar-3p,hsa-miR-642a-3p,hsa-miR-138-2-3p,hsa-miR-425-5p,hsa-miR-622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARRB1,0.0786,0.233,0.69,14,hsa-miR-98-5p,hsa-miR-26b-5p,hsa-miR-186-5p,hsa-miR-92a-3p,hsa-miR-525-3p,hsa-miR-491-5p,hsa-miR-939-5p,hsa-miR-605-3p,hsa-miR-764,hsa-miR-125a-3p,hsa-miR-574-5p,hsa-miR-568,hsa-miR-223-5p,hsa-miR-642a-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP4F11,0.0786,0.233,0.69,14,hsa-miR-26b-5p,hsa-miR-574-5p,hsa-miR-190a-3p,hsa-miR-223-5p,hsa-miR-511-3p,hsa-miR-374b-5p,hsa-miR-410-3p,hsa-miR-369-3p,hsa-miR-200b-5p,hsa-miR-200a-5p,hsa-miR-377-3p,hsa-miR-342-3p,hsa-miR-377-5p,hsa-miR-655-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
